0.0333333,0,0,0.254114,0
0.05,-0.0286913,0,0.254114,0
0.0666667,-0.0286913,0,0.270483,0.491067
0.1,-0.0286913,0,0.178115,-2.77105
0.1,-0.00198626,0.5341,0.178115,-2.77105
0.133333,-0.00198626,0.5341,0.156327,-0.653633
0.15,-0.00279232,-0.0161213,0.156327,-0.653633
0.166667,-0.00279232,-0.0161213,0.113706,-1.27864
0.2,-0.00279232,-0.0161213,0.117736,0.120904
0.2,-0.00689328,-0.0820192,0.117736,0.120904
0.233333,-0.00689328,-0.0820192,0.0930586,-0.740321
0.25,1.5543e-05,0.138176,0.0930586,-0.740321
0.266667,1.5543e-05,0.138176,0.135462,1.27211
0.3,1.5543e-05,0.138176,0.200953,1.96473
0.3,0.00801188,0.159927,0.200953,1.96473
0.333333,0.00801188,0.159927,0.305385,3.13296
0.35,0.00901608,0.0200839,0.305385,3.13296
0.366667,0.00901608,0.0200839,0.378988,2.20807
0.4,0.00901608,0.0200839,0.466364,2.62128
0.4,0.00450431,-0.0902354,0.466364,2.62128
0.433333,0.00450431,-0.0902354,0.648218,5.45563
0.45,0.00427978,-0.00449054,0.648218,5.45563
0.466667,0.00427978,-0.00449054,0.78121,3.98976
0.5,0.00427978,-0.00449054,0.994887,6.41031
0.5,0.00376355,-0.0103246,0.994887,6.41031
0.533333,0.00376355,-0.0103246,1.2126,6.53131
0.55,0.00914579,0.107645,1.2126,6.53131
0.566667,0.00914579,0.107645,1.54161,9.87028
0.6,0.00914579,0.107645,1.93112,11.6853
0.6,0.00675268,-0.0478621,1.93112,11.6853
0.633333,0.00675268,-0.0478621,2.34791,12.5037
0.65,0.00545068,-0.0260399,2.34791,12.5037
0.666667,0.00545068,-0.0260399,2.89396,16.3816
0.7,0.00545068,-0.0260399,3.28847,11.8353
0.7,0.009678,0.0845465,3.28847,11.8353
0.733333,0.009678,0.0845465,3.69511,12.1994
0.75,0.011831,0.0430593,3.69511,12.1994
0.766667,0.011831,0.0430593,3.98972,8.83821
0.8,0.011831,0.0430593,4.4144,12.7406
0.8,0.0094344,-0.0479314,4.4144,12.7406
0.833333,0.0094344,-0.0479314,4.82579,12.3417
0.85,0.0116039,0.0433903,4.82579,12.3417
0.866667,0.0116039,0.0433903,5.03444,6.25926
0.9,0.0116039,0.0433903,5.15362,3.57552
0.9,0.012941,0.0267418,5.15362,3.57552
0.933333,0.012941,0.0267418,5.3838,6.90539
0.95,0.0170154,0.0814877,5.3838,6.90539
0.966667,0.0170154,0.0814877,5.68098,8.91555
1,0.0170154,0.0814877,5.81315,3.96491
1,0.0217503,0.0946985,5.81315,3.96491
1.03333,0.0217503,0.0946985,5.90498,2.75491
1.05,0.0204013,-0.0269807,5.90498,2.75491
1.06667,0.0204013,-0.0269807,5.98614,2.43501
1.1,0.0204013,-0.0269807,6.04342,1.71831
1.1,0.0237695,0.0673635,6.04342,1.71831
1.13333,0.0237695,0.0673635,6.0381,-0.159581
1.15,0.026197,0.0485512,6.0381,-0.159581
1.16667,0.026197,0.0485512,6.04886,0.322686
1.2,0.026197,0.0485512,6.08032,0.94373
1.2,0.0229664,-0.0646114,6.08032,0.94373
1.23333,0.0229664,-0.0646114,6.19549,3.45528
1.25,0.0215106,-0.0291164,6.19549,3.45528
1.26667,0.0215106,-0.0291164,6.20924,0.412371
1.3,0.0215106,-0.0291164,6.19468,-0.436741
1.3,0.0214203,-0.00180586,6.19468,-0.436741
1.33333,0.0214203,-0.00180586,6.19213,-0.0764719
1.35,0.0254852,0.0812977,6.19213,-0.0764719
1.36667,0.0254852,0.0812977,6.09101,-3.03354
1.4,0.0254852,0.0812977,6.02593,-1.95261
1.4,0.0311233,0.112762,6.02593,-1.95261
1.43333,0.0311233,0.112762,6.02453,-0.0419126
1.45,0.027872,-0.0650275,6.02453,-0.0419126
1.46667,0.027872,-0.0650275,6.00456,-0.59907
1.5,0.027872,-0.0650275,5.967,-1.12671
1.5,0.0301809,0.0461791,5.967,-1.12671
1.53333,0.0301809,0.0461791,5.96688,-0.00369528
1.55,0.0359408,0.115197,5.96688,-0.00369528
1.56667,0.0359408,0.115197,5.95339,-0.404566
1.6,0.0359408,0.115197,5.83415,-3.57723
1.6,0.0390921,0.0630273,5.83415,-3.57723
1.63333,0.0390921,0.0630273,5.6903,-4.31564
1.65,0.0393297,0.00475215,5.6903,-4.31564
1.66667,0.0393297,0.00475215,5.66531,-0.74967
1.7,0.0393297,0.00475215,5.51306,-4.56734
1.7,0.0430915,0.0752346,5.51306,-4.56734
1.73333,0.0430915,0.0752346,5.21597,-8.913
1.75,0.0490655,0.119481,5.21597,-8.913
1.76667,0.0490655,0.119481,4.97823,-7.13217
1.8,0.0490655,0.119481,4.62553,-10.5809
1.8,0.0553362,0.125413,4.62553,-10.5809
1.83333,0.0553362,0.125413,4.12248,-15.0915
1.85,0.0525282,-0.0561598,4.12248,-15.0915
1.86667,0.0525282,-0.0561598,3.82167,-9.02434
1.9,0.0525282,-0.0561598,3.40812,-12.4064
1.9,0.0603512,0.156461,3.40812,-12.4064
1.93333,0.0603512,0.156461,2.93645,-14.1502
1.95,0.072801,0.248994,2.93645,-14.1502
1.96667,0.072801,0.248994,2.52192,-12.4358
2,0.072801,0.248994,1.97426,-16.4299
2,0.0775975,0.0959311,1.97426,-16.4299
2.03333,0.0775975,0.0959311,1.63851,-10.0724
2.05,0.0754591,-0.0427685,1.63851,-10.0724
2.06667,0.0754591,-0.0427685,1.44738,-5.73413
2.1,0.0754591,-0.0427685,1.25822,-5.67467
2.1,0.0813883,0.118584,1.25822,-5.67467
2.13333,0.0813883,0.118584,0.961775,-8.89333
2.15,0.0905316,0.182866,0.961775,-8.89333
2.16667,0.0905316,0.182866,0.671658,-8.70351
2.2,0.0905316,0.182866,0.543825,-3.83499
2.2,0.0960944,0.111257,0.543825,-3.83499
2.23333,0.0960944,0.111257,0.436287,-3.22615
2.25,0.102432,0.126743,0.436287,-3.22615
2.26667,0.102432,0.126743,0.325651,-3.31909
2.3,0.102432,0.126743,0.288423,-1.11682
2.3,0.102447,0.000307398,0.288423,-1.11682
2.33333,0.102447,0.000307398,0.403542,3.45355
2.35,0.109108,0.133212,0.403542,3.45355
2.36667,0.109108,0.133212,0.364741,-1.16402
2.4,0.109108,0.133212,0.234213,-3.91586
2.4,0.114531,0.108475,0.234213,-3.91586
2.43333,0.114531,0.108475,0.179374,-1.64516
2.45,0.121759,0.144552,0.179374,-1.64516
2.46667,0.121759,0.144552,0.13853,-1.22533
2.5,0.121759,0.144552,0.0769281,-1.84805
2.5,0.129601,0.156833,0.0769281,-1.84805
2.53333,0.129601,0.156833,0.0551806,-0.652425
2.55,0.134634,0.100663,0.0551806,-0.652425
2.56667,0.134634,0.100663,0.113937,1.7627
2.6,0.134634,0.100663,0.123514,0.287304
2.6,0.135932,0.0259716,0.123514,0.287304
2.63333,0.135932,0.0259716,0.0435375,-2.3993
2.65,0.143322,0.147801,0.0435375,-2.3993
2.66667,0.143322,0.147801,0.0258014,-0.532083
2.7,0.143322,0.147801,0.0278546,0.0615984
2.7,0.150703,0.147621,0.0278546,0.0615984
2.73333,0.150703,0.147621,0.0438606,0.480179
2.75,0.150644,-0.00118802,0.0438606,0.480179
2.76667,0.150644,-0.00118802,0.0654947,0.649024
2.8,0.150644,-0.00118802,0.205541,4.20139
2.8,0.162497,0.237054,0.205541,4.20139
2.83333,0.162497,0.237054,0.29287,2.61988
2.85,0.173835,0.226759,0.29287,2.61988
2.86667,0.173835,0.226759,0.39614,3.09808
2.9,0.173835,0.226759,0.466586,2.11339
2.9,0.179281,0.108936,0.466586,2.11339
2.93333,0.179281,0.108936,0.652842,5.58768
2.95,0.183813,0.0906339,0.652842,5.58768
2.96667,0.183813,0.0906339,0.86105,6.24624
3,0.183813,0.0906339,1.18519,9.72408
3,0.193251,0.188759,1.18519,9.72408
3.03333,0.193251,0.188759,1.50858,9.70176
3.05,0.196181,0.0586073,1.50858,9.70176
3.06667,0.196181,0.0586073,1.9291,12.6158
3.1,0.196181,0.0586073,2.33484,12.1722
3.1,0.201564,0.107645,2.33484,12.1722
3.13333,0.201564,0.107645,2.81505,14.4063
3.15,0.201559,-8.66925e-05,2.81505,14.4063
3.16667,0.201559,-8.66925e-05,3.3237,15.2594
3.2,0.201559,-8.66925e-05,3.56358,7.19655
3.2,0.209377,0.156358,3.56358,7.19655
3.23333,0.209377,0.156358,3.9277,10.9236
3.25,0.22111,0.234659,3.9277,10.9236
3.26667,0.22111,0.234659,4.31597,11.648
3.3,0.22111,0.234659,4.65652,10.2166
3.3,0.229224,0.16227,4.65652,10.2166
3.33333,0.229224,0.16227,5.03839,11.456
3.35,0.23522,0.119935,5.03839,11.456
3.36667,0.23522,0.119935,5.36743,9.87125
3.4,0.23522,0.119935,5.50267,4.05716
3.4,0.247878,0.253147,5.50267,4.05716
3.43333,0.247878,0.253147,5.70904,6.19099
3.45,0.261712,0.276683,5.70904,6.19099
3.46667,0.261712,0.276683,5.92541,6.49106
3.5,0.261712,0.276683,6.05148,3.78214
3.5,0.275492,0.275597,6.05148,3.78214
3.53333,0.275492,0.275597,6.11299,1.84531
3.55,0.285256,0.195282,6.11299,1.84531
3.56667,0.285256,0.195282,6.20821,2.85656
3.6,0.285256,0.195282,6.22214,0.418128
3.6,0.290729,0.109454,6.22214,0.418128
3.63333,0.290729,0.109454,6.32987,3.23195
3.65,0.300307,0.191575,6.32987,3.23195
3.66667,0.300307,0.191575,6.35335,0.704344
3.7,0.300307,0.191575,6.35049,-0.0859959
3.7,0.306821,0.130277,6.35049,-0.0859959
3.73333,0.306821,0.130277,6.39744,1.40873
3.75,0.317877,0.221114,6.39744,1.40873
3.76667,0.317877,0.221114,6.43428,1.10509
3.8,0.317877,0.221114,6.32955,-3.142
3.8,0.327557,0.19361,6.32955,-3.142
3.83333,0.327557,0.19361,6.31861,-0.328052
3.85,0.339404,0.236926,6.31861,-0.328052
3.86667,0.339404,0.236926,6.29298,-0.768945
3.9,0.339404,0.236926,6.21433,-2.35945
3.9,0.346566,0.143246,6.21433,-2.35945
3.93333,0.346566,0.143246,6.14477,-2.08684
3.95,0.357387,0.216425,6.14477,-2.08684
3.96667,0.357387,0.216425,6.02732,-3.52353
4,0.357387,0.216425,5.93555,-2.75298
4,0.368601,0.224278,5.93555,-2.75298
4.03333,0.368601,0.224278,5.90434,-0.936345
4.05,0.371197,0.0519133,5.90434,-0.936345
4.06667,0.371197,0.0519133,5.85198,-1.57084
4.1,0.371197,0.0519133,5.73344,-3.55635
4.1,0.3804,0.184065,5.73344,-3.55635
4.13333,0.3804,0.184065,5.60463,-3.86414
4.15,0.390158,0.195157,5.60463,-3.86414
4.16667,0.390158,0.195157,5.33537,-8.07796
4.2,0.390158,0.195157,5.16073,-5.23896
4.2,0.396552,0.127882,5.16073,-5.23896
4.23333,0.396552,0.127882,4.90597,-7.64292
4.25,0.402364,0.116247,4.90597,-7.64292
4.26667,0.402364,0.116247,4.66616,-7.19428
4.3,0.402364,0.116247,4.4572,-6.2689
4.3,0.410837,0.169454,4.4572,-6.2689
4.33333,0.410837,0.169454,3.94905,-15.2443
4.35,0.423145,0.24616,3.94905,-15.2443
4.36667,0.423145,0.24616,3.58206,-11.0097
4.4,0.423145,0.24616,3.20631,-11.2727
4.4,0.431971,0.176513,3.20631,-11.2727
4.43333,0.431971,0.176513,2.76438,-13.2577
4.45,0.443068,0.221938,2.76438,-13.2577
4.46667,0.443068,0.221938,2.27679,-14.6277
4.5,0.443068,0.221938,1.99227,-8.53584
4.5,0.454118,0.221016,1.99227,-8.53584
4.53333,0.454118,0.221016,1.72145,-8.12435
4.55,0.46557,0.229035,1.72145,-8.12435
4.56667,0.46557,0.229035,1.52629,-5.85506
4.6,0.46557,0.229035,1.22579,-9.01485
4.6,0.472274,0.134086,1.22579,-9.01485
4.63333,0.472274,0.134086,0.939409,-8.59145
4.65,0.483661,0.227739,0.939409,-8.59145
4.66667,0.483661,0.227739,0.694309,-7.35299
4.7,0.483661,0.227739,0.560463,-4.0154
4.7,0.492965,0.186065,0.560463,-4.0154
4.73333,0.492965,0.186065,0.386927,-5.20606
4.75,0.503247,0.205638,0.386927,-5.20606
4.76667,0.503247,0.205638,0.310502,-2.29276
4.8,0.503247,0.205638,0.349764,1.17786
4.8,0.515351,0.242097,0.349764,1.17786
4.83333,0.515351,0.242097,0.303415,-1.39046
4.85,0.529772,0.288408,0.303415,-1.39046
4.86667,0.529772,0.288408,0.23677,-1.99935
4.9,0.529772,0.288408,0.231022,-0.172441
4.9,0.553359,0.471749,0.231022,-0.172441
4.93333,0.553359,0.471749,0.180638,-1.51153
4.95,0.566229,0.2574,0.180638,-1.51153
4.96667,0.566229,0.2574,0.018591,-4.86141
5,0.566229,0.2574,-0.131533,-4.50371
5,0.583819,0.351801,-0.131533,-4.50371
5.03333,0.583819,0.351801,-0.11767,0.415872
5.05,0.587329,0.0701859,-0.11767,0.415872
5.06667,0.587329,0.0701859,-0.154695,-1.11073
5.1,0.587329,0.0701859,-0.158661,-0.11899
5.1,0.598116,0.215755,-0.158661,-0.11899
5.13333,0.598116,0.215755,-0.0664566,2.76613
5.15,0.600406,0.0457968,-0.0664566,2.76613
5.16667,0.600406,0.0457968,0.0434543,3.29733
5.2,0.600406,0.0457968,0.132995,2.68623
5.2,0.611955,0.230974,0.132995,2.68623
5.23333,0.611955,0.230974,0.231227,2.94696
5.25,0.621551,0.191922,0.231227,2.94696
5.26667,0.621551,0.191922,0.3706,4.18118
5.3,0.621551,0.191922,0.349585,-0.630447
5.3,0.641229,0.393563,0.349585,-0.630447
5.33333,0.641229,0.393563,0.583774,7.02567
5.35,0.653647,0.248353,0.583774,7.02567
5.36667,0.653647,0.248353,0.668985,2.55633
5.4,0.653647,0.248353,0.794058,3.75219
5.4,0.664279,0.212652,0.794058,3.75219
5.43333,0.664279,0.212652,0.875119,2.43184
5.45,0.68419,0.398208,0.875119,2.43184
5.46667,0.68419,0.398208,1.17371,8.9578
5.5,0.68419,0.398208,1.40582,6.96324
5.5,0.696967,0.25554,1.40582,6.96324
5.53333,0.696967,0.25554,1.67931,8.20467
5.55,0.707138,0.203433,1.67931,8.20467
5.56667,0.707138,0.203433,2.06642,11.6132
5.6,0.707138,0.203433,2.57801,15.3477
5.6,0.715767,0.172584,2.57801,15.3477
5.63333,0.715767,0.172584,3.15591,17.3371
5.65,0.728514,0.254927,3.15591,17.3371
5.66667,0.728514,0.254927,3.81787,19.8587
5.7,0.728514,0.254927,4.19948,11.4485
5.7,0.742545,0.280619,4.19948,11.4485
5.73333,0.742545,0.280619,4.43523,7.07233
5.75,0.758052,0.310142,4.43523,7.07233
5.76667,0.758052,0.310142,4.71648,8.43761
5.8,0.758052,0.310142,4.91592,5.98326
5.8,0.764851,0.135988,4.91592,5.98326
5.83333,0.764851,0.135988,5.11529,5.98092
5.85,0.777295,0.248881,5.11529,5.98092
5.86667,0.777295,0.248881,5.22716,3.35617
5.9,0.777295,0.248881,5.46605,7.16663
5.9,0.788795,0.22999,5.46605,7.16663
5.93333,0.788795,0.22999,5.70043,7.03146
5.95,0.805033,0.324757,5.70043,7.03146
5.96667,0.805033,0.324757,5.86993,5.08509
6,0.805033,0.324757,6.09376,6.71496
6,0.830641,0.512173,6.09376,6.71496
6.03333,0.830641,0.512173,6.17029,2.29565
6.05,0.841929,0.225759,6.17029,2.29565
6.06667,0.841929,0.225759,6.32136,4.53233
6.1,0.841929,0.225759,6.30403,-0.52008
6.1,0.853029,0.222001,6.30403,-0.52008
6.13333,0.853029,0.222001,6.33142,0.821722
6.15,0.867518,0.289773,6.33142,0.821722
6.16667,0.867518,0.289773,6.26313,-2.04857
6.2,0.867518,0.289773,6.27003,0.207049
6.2,0.877871,0.207069,6.27003,0.207049
6.23333,0.877871,0.207069,6.15832,-3.35143
6.25,0.891569,0.273954,6.15832,-3.35143
6.26667,0.891569,0.273954,6.10193,-1.69176
6.3,0.891569,0.273954,6.07724,-0.740572
6.3,0.910878,0.386168,6.07724,-0.740572
6.33333,0.910878,0.386168,6.05046,-0.803419
6.35,0.930112,0.384694,6.05046,-0.803419
6.36667,0.930112,0.384694,6.00076,-1.491
6.4,0.930112,0.384694,5.95186,-1.46696
6.4,0.953082,0.459386,5.95186,-1.46696
6.43333,0.953082,0.459386,5.96985,0.539748
6.45,0.977915,0.496676,5.96985,0.539748
6.46667,0.977915,0.496676,5.90456,-1.95894
6.5,0.977915,0.496676,5.79705,-3.22528
6.5,0.999825,0.438198,5.79705,-3.22528
6.53333,0.999825,0.438198,5.78079,-0.487639
6.55,1.01019,0.207251,5.78079,-0.487639
6.56667,1.01019,0.207251,5.76326,-0.525879
6.6,1.01019,0.207251,5.75652,-0.20228
6.6,1.02276,0.251417,5.75652,-0.20228
6.63333,1.02276,0.251417,5.58263,-5.21663
6.65,1.03467,0.238131,5.58263,-5.21663
6.66667,1.03467,0.238131,5.42402,-4.75841
6.7,1.03467,0.238131,5.24044,-5.50747
6.7,1.0546,0.398717,5.24044,-5.50747
6.73333,1.0546,0.398717,4.99829,-7.26425
6.75,1.07248,0.357514,4.99829,-7.26425
6.76667,1.07248,0.357514,4.5212,-14.3129
6.8,1.07248,0.357514,4.19615,-9.7513
6.8,1.09151,0.380703,4.19615,-9.7513
6.83333,1.09151,0.380703,3.63169,-16.9341
6.85,1.11108,0.391284,3.63169,-16.9341
6.86667,1.11108,0.391284,3.29107,-10.2186
6.9,1.11108,0.391284,2.84877,-13.2689
6.9,1.13108,0.400147,2.84877,-13.2689
6.93333,1.13108,0.400147,2.55312,-8.86948
6.95,1.1475,0.328239,2.55312,-8.86948
6.96667,1.1475,0.328239,2.18361,-11.0855
7,1.1475,0.328239,1.82552,-10.7427
7,1.16576,0.365333,1.82552,-10.7427
7.03333,1.16576,0.365333,1.51651,-9.27022
7.05,1.17501,0.184873,1.51651,-9.27022
7.06667,1.17501,0.184873,1.26634,-7.50504
7.1,1.17501,0.184873,0.942114,-9.72685
7.1,1.18548,0.209401,0.942114,-9.72685
7.13333,1.18548,0.209401,0.622766,-9.58043
7.15,1.20356,0.361693,0.622766,-9.58043
7.16667,1.20356,0.361693,0.492756,-3.90031
7.2,1.20356,0.361693,0.397596,-2.85481
7.2,1.21467,0.222142,0.397596,-2.85481
7.23333,1.21467,0.222142,0.357725,-1.19612
7.25,1.23275,0.361553,0.357725,-1.19612
7.26667,1.23275,0.361553,0.356103,-0.048673
7.3,1.23275,0.361553,0.298553,-1.72648
7.3,1.25022,0.349473,0.298553,-1.72648
7.33333,1.25022,0.349473,0.205288,-2.79797
7.35,1.2659,0.313645,0.205288,-2.79797
7.36667,1.2659,0.313645,0.229025,0.71212
7.4,1.2659,0.313645,0.123337,-3.17064
7.4,1.28361,0.35425,0.123337,-3.17064
7.43333,1.28361,0.35425,0.0453484,-2.33966
7.45,1.3078,0.483689,0.0453484,-2.33966
7.46667,1.3078,0.483689,0.0323086,-0.391193
7.5,1.3078,0.483689,-0.0675395,-2.99544
7.5,1.33665,0.57698,-0.0675395,-2.99544
7.53333,1.33665,0.57698,-0.0798812,-0.370252
7.55,1.35296,0.326206,-0.0798812,-0.370252
7.56667,1.35296,0.326206,-0.0799933,-0.00336406
7.6,1.35296,0.326206,-0.0273245,1.58006
7.6,1.36838,0.308523,-0.0273245,1.58006
7.63333,1.36838,0.308523,0.0916897,3.57043
7.65,1.37945,0.221264,0.0916897,3.57043
7.66667,1.37945,0.221264,0.190334,2.95934
7.7,1.37945,0.221264,0.204606,0.428145
7.7,1.39679,0.346934,0.204606,0.428145
7.73333,1.39679,0.346934,0.336561,3.95865
7.75,1.41301,0.324304,0.336561,3.95865
7.76667,1.41301,0.324304,0.39232,1.67277
7.8,1.41301,0.324304,0.36308,-0.877187
7.8,1.42781,0.29608,0.36308,-0.877187
7.83333,1.42781,0.29608,0.583361,6.60842
7.85,1.45291,0.502037,0.583361,6.60842
7.86667,1.45291,0.502037,0.696865,3.40512
7.9,1.45291,0.502037,0.847288,4.5127
7.9,1.47653,0.47222,0.847288,4.5127
7.93333,1.47653,0.47222,1.04158,5.8288
7.95,1.50279,0.525343,1.04158,5.8288
7.96667,1.50279,0.525343,1.40157,10.7998
8,1.50279,0.525343,1.75088,10.4791
8,1.52362,0.416605,1.75088,10.4791
8.03333,1.52362,0.416605,2.05011,8.97707
8.05,1.53509,0.229316,2.05011,8.97707
8.06667,1.53509,0.229316,2.44069,11.7174
8.1,1.53509,0.229316,2.89785,13.7148
8.1,1.54885,0.275226,2.89785,13.7148
8.13333,1.54885,0.275226,3.37176,14.2171
8.15,1.56959,0.414762,3.37176,14.2171
8.16667,1.56959,0.414762,3.82971,13.7385
8.2,1.56959,0.414762,4.1521,9.67173
8.2,1.5894,0.396202,4.1521,9.67173
8.23333,1.5894,0.396202,4.43822,8.58362
8.25,1.60867,0.385509,4.43822,8.58362
8.26667,1.60867,0.385509,4.78711,10.4668
8.3,1.60867,0.385509,5.0233,7.08568
8.3,1.63082,0.443004,5.0233,7.08568
8.33333,1.63082,0.443004,5.29469,8.14155
8.35,1.65084,0.400398,5.29469,8.14155
8.36667,1.65084,0.400398,5.43412,4.18291
8.4,1.65084,0.400398,5.69251,7.75182
8.4,1.67724,0.527937,5.69251,7.75182
8.43333,1.67724,0.527937,5.87114,5.35887
8.45,1.69888,0.432839,5.87114,5.35887
8.46667,1.69888,0.432839,6.10476,7.00845
8.5,1.69888,0.432839,6.19331,2.65658
8.5,1.72327,0.487751,6.19331,2.65658
8.53333,1.72327,0.487751,6.2885,2.85565
8.55,1.73903,0.315157,6.2885,2.85565
8.56667,1.73903,0.315157,6.17829,-3.30609
8.6,1.73903,0.315157,6.10766,-2.11889
8.6,1.75469,0.31323,6.10766,-2.11889
8.63333,1.75469,0.31323,6.06838,-1.17849
8.65,1.77066,0.319413,6.06838,-1.17849
8.66667,1.77066,0.319413,6.08182,0.403099
8.7,1.77066,0.319413,6.07862,-0.0958101
8.7,1.79485,0.483774,6.07862,-0.0958101
8.73333,1.79485,0.483774,6.12755,1.46774
8.75,1.81438,0.390587,6.12755,1.46774
8.76667,1.81438,0.390587,6.16331,1.07284
8.8,1.81438,0.390587,6.09936,-1.91864
8.8,1.83892,0.490755,6.09936,-1.91864
8.83333,1.83892,0.490755,6.14908,1.49183
8.85,1.86354,0.492465,6.14908,1.49183
8.86667,1.86354,0.492465,6.09755,-1.54585
8.9,1.86354,0.492465,6.10962,0.361947
8.9,1.89221,0.573449,6.10962,0.361947
8.93333,1.89221,0.573449,6.05468,-1.64817
8.95,1.92312,0.618157,6.05468,-1.64817
8.96667,1.92312,0.618157,6.09838,1.31111
9,1.92312,0.618157,5.90005,-5.94992
9,1.95043,0.546282,5.90005,-5.94992
9.03333,1.95043,0.546282,5.84189,-1.74495
9.05,1.96274,0.246133,5.84189,-1.74495
9.06667,1.96274,0.246133,5.74171,-3.00533
9.1,1.96274,0.246133,5.67519,-1.99568
9.1,1.98068,0.358833,5.67519,-1.99568
9.13333,1.98068,0.358833,5.37428,-9.0271
9.15,1.99762,0.338731,5.37428,-9.0271
9.16667,1.99762,0.338731,5.24433,-3.89854
9.2,1.99762,0.338731,5.07919,-4.95435
9.2,2.01358,0.319251,5.07919,-4.95435
9.23333,2.01358,0.319251,4.73111,-10.4422
9.25,2.0357,0.442291,4.73111,-10.4422
9.26667,2.0357,0.442291,4.24263,-14.6546
9.3,2.0357,0.442291,3.91633,-9.78909
9.3,2.05505,0.387041,3.91633,-9.78909
9.33333,2.05505,0.387041,3.42181,-14.8355
9.35,2.08309,0.56083,3.42181,-14.8355
9.36667,2.08309,0.56083,3.07487,-10.4083
9.4,2.08309,0.56083,2.70011,-11.2426
9.4,2.10937,0.525662,2.70011,-11.2426
9.43333,2.10937,0.525662,2.31468,-11.563
9.45,2.13567,0.525856,2.31468,-11.563
9.46667,2.13567,0.525856,1.91803,-11.8994
9.5,2.13567,0.525856,1.53596,-11.4622
9.5,2.1715,0.716629,1.53596,-11.4622
9.53333,2.1715,0.716629,1.33857,-5.92164
9.55,2.1886,0.342031,1.33857,-5.92164
9.56667,2.1886,0.342031,1.149,-5.68716
9.6,2.1886,0.342031,0.951771,-5.91681
9.6,2.2042,0.312092,0.951771,-5.91681
9.63333,2.2042,0.312092,0.738504,-6.39802
9.65,2.2217,0.350033,0.738504,-6.39802
9.66667,2.2217,0.350033,0.540754,-5.93252
9.7,2.2217,0.350033,0.411128,-3.88877
9.7,2.2424,0.413972,0.411128,-3.88877
9.73333,2.2424,0.413972,0.315586,-2.86627
9.75,2.2642,0.435879,0.315586,-2.86627
9.76667,2.2642,0.435879,0.300583,-0.450086
9.8,2.2642,0.435879,0.161888,-4.16083
9.8,2.29073,0.53064,0.161888,-4.16083
9.83333,2.29073,0.53064,0.0877967,-2.22275
9.85,2.31812,0.547803,0.0877967,-2.22275
9.86667,2.31812,0.547803,0.0723356,-0.463831
9.9,2.31812,0.547803,0.0138902,-1.75336
9.9,2.34336,0.504806,0.0138902,-1.75336
9.93333,2.34336,0.504806,-0.0925428,-3.19299
9.95,2.36966,0.526033,-0.0925428,-3.19299
9.96667,2.36966,0.526033,0.00459604,2.91417
10,2.36966,0.526033,-0.0282132,-0.984278
10,2.39795,0.565738,-0.0282132,-0.984278
